row_index,ticket_code,line_code,channel_code,kind_flag,date_token,worker_code,qty_token,state_flag,service_code,meta_1,meta_2,group_code,price_token_raw
2541,0511,02,05,R,20260213,08,3,O,0022,1,1,01,@
2542,0511,03,05,R,20260213,12,2,O,0042,1,2,03,I@
2543,0511,04,05,R,20260213,12,2,O,0056,1,1,04,@`@
2544,0511,05,05,R,20260213,12,2,O,0058,1,1,04,4@
2545,0511,06,05,R,20260213,12,2,O,0076,1,1,06,d@
2546,0511,07,05,R,20260213,08,3,O,0078,1,1,06,4@
2547,0511,08,05,R,20260213,12,2,O,0007,1,2,02,@V@
2548,0511,09,05,R,20260213,12,2,O,0053,1,2,12,@
2549,0511,10,05,R,20260213,08,3,O,0502,1,2,00,9@
2550,0511,11,05,R,20260213,12,2,O,0514,1,1,01,?Q@
2551,0511,12,05,R,20260213,08,3,O,0521,1,1,01,.@
2552,0512,01,05,R,20260213,30,2,O,0101,2,2,00,5@
2553,0512,02,05,R,20260213,30,2,O,0110,2,2,02,@Q@
2554,0512,03,05,R,20260213,30,2,O,0147,2,2,03,"""@"
2555,0512,04,05,R,20260213,30,2,O,0150,2,2,12,@
2556,0513,01,05,R,20260213,24,8,O,0303,3,3,16,@P@
2557,0514,01,05,R,20260213,21,2,O,0001,1,2,00,5@
2558,0514,02,05,R,20260213,21,2,O,0010,1,2,02,?K@
2559,0514,03,05,R,20260213,21,2,O,0022,1,1,01,@
2560,0514,04,05,R,20260213,21,2,O,0043,1,2,03,?K@
2561,0514,05,05,R,20260213,21,2,O,0053,1,2,12,@
2562,0515,01,05,R,20260213,24,8,O,0310,3,3,18,T@
2563,0515,02,05,R,20260213,24,8,O,0312,3,3,18,?F@
2564,0516,01,05,R,20260213,08,3,O,0003,1,2,00,?Q??2@
2565,0516,02,05,R,20260213,08,3,O,0022,1,1,01,"??(\??@"
2566,0516,03,05,R,20260213,14,2,O,0042,1,2,03,"=
??p?B@"
2567,0516,04,05,R,20260213,14,2,O,0076,1,1,06,?Q??a@
2568,0516,05,05,R,20260213,14,2,O,0078,1,1,06,\???(?2@
2569,0516,06,05,R,20260213,14,2,O,0053,1,2,12,"??p=
?@"
2570,0516,07,05,R,20260213,08,3,O,0502,1,2,00,\???(?2@
2571,0516,08,05,R,20260213,14,2,O,0515,1,1,01,"q=
???d@"
2572,0517,01,05,R,20260213,30,2,O,0001,1,2,00,{?G??/@
2573,0517,02,05,R,20260213,30,2,O,0010,1,2,02,?G?z?D@
2574,0517,03,05,R,20260213,30,2,O,0022,1,1,01,{?G?z@
2575,0517,04,05,R,20260213,30,2,O,0043,1,2,03,?G?z?D@
2576,0517,05,05,R,20260213,30,2,O,0053,1,2,12,"=
??p=@"
2577,0517,06,05,R,20260213,30,2,O,0512,1,1,01,?Y@
2578,0517,07,05,R,20260213,30,2,O,0502,1,2,00,H?z?3@
2579,0517,08,05,R,20260213,30,2,O,0521,1,1,01,"??p=
?&@"
2580,1,0518,01,05,R,20260213,35,2,O,0001,1,2,00
2581,1,0518,02,05,R,20260213,35,2,O,0010,1,2,02
2582,1,0518,03,05,R,20260213,35,2,O,0022,1,1,01
2583,1,0518,04,05,R,20260213,35,2,O,0043,1,2,03
2584,1,0518,05,05,R,20260213,35,2,O,0053,1,2,12
2585,0519,01,05,R,20260213,35,2,O,0001,1,2,00,5@
2586,0519,02,05,R,20260213,35,2,O,0010,1,2,02,?K@
2587,0519,03,05,R,20260213,35,2,O,0022,1,1,01,@
2588,0519,04,05,R,20260213,35,2,O,0043,1,2,03,?K@
2589,0519,05,05,R,20260213,35,2,O,0053,1,2,12,@
2590,0520,01,05,R,20260213,48,2,O,0003,1,2,00,9@
2591,0520,02,05,R,20260213,48,2,O,0022,1,1,01,@
2592,0520,03,05,R,20260213,48,2,O,0042,1,2,03,I@
2593,0520,04,05,R,20260213,48,2,O,0063,1,1,04,?a@
2594,0520,05,05,R,20260213,48,2,O,0065,1,1,04,>@
2595,0520,06,05,R,20260213,48,2,O,0076,1,1,06,`c@
2596,0520,07,05,R,20260213,48,2,O,0078,1,1,06,4@
2597,0520,08,05,R,20260213,48,2,O,0007,1,2,02,@V@
2598,0520,09,05,R,20260213,48,2,O,0053,1,2,12,@
2599,0521,01,05,R,20260213,08,3,O,0101,2,2,00,5@
2600,0521,02,05,R,20260213,48,2,O,0136,2,2,02,?H@
2601,0521,03,05,R,20260213,48,2,O,0147,2,2,03,"""@"
2602,0521,04,05,R,20260213,48,2,O,0150,2,2,12,@
2603,0522,01,05,R,20260213,08,3,O,0001,1,2,00,"??p=
?2@"
2604,0522,02,05,R,20260213,08,3,O,0022,1,1,01,?(\???@
2605,0522,03,05,R,20260213,14,2,O,0010,1,2,02,)\???(M@
2606,0522,04,05,R,20260213,14,2,O,0043,1,2,03,?Q?J@
2607,0522,05,05,R,20260213,14,2,O,0515,1,1,01,?Q??;i@
2608,0522,06,05,R,20260213,14,2,O,0521,1,1,01,fffff?*@
2609,0522,07,05,R,20260213,14,2,O,0053,1,2,12,@
2610,0523,01,05,R,20260213,08,3,O,0101,2,2,00,5@
2611,0523,02,05,R,20260213,12,2,O,0110,2,2,02,@Q@
2612,0523,03,05,R,20260213,12,2,O,0147,2,2,03,"""@"
2613,0523,04,05,R,20260213,12,2,O,0150,2,2,12,@
2614,0524,01,05,R,20260213,48,2,O,0101,2,2,00,5@
2615,0524,02,05,R,20260213,48,2,O,0136,2,2,02,?H@
2616,0524,03,05,R,20260213,48,2,O,0147,2,2,03,"""@"
2617,0524,04,05,R,20260213,48,2,O,0150,2,2,12,@
2618,0525,01,05,R,20260213,24,8,O,0325,3,3,18,d@
2619,0526,01,05,R,20260213,08,3,O,0003,1,2,00,9@
2620,0526,02,05,R,20260213,08,3,O,0022,1,1,01,@
2621,0526,03,05,R,20260213,12,2,O,0042,1,2,03,I@
2622,0526,04,05,R,20260213,12,2,O,0076,1,1,06,?g@
2623,0526,05,05,R,20260213,08,3,O,0078,1,1,06,9@
2624,0526,06,05,R,20260213,12,2,O,0007,1,2,02,@V@
2625,0526,07,05,R,20260213,08,3,O,0502,1,2,00,9@
2626,0526,08,05,R,20260213,12,2,O,0514,1,1,01,?Q@
2627,0526,09,05,R,20260213,08,3,O,0521,1,1,01,.@
2628,0526,10,05,R,20260213,12,3,O,0053,1,2,12,@
2629,0527,01,05,R,20260213,08,3,O,0003,1,2,00,???(\O7@
2630,0527,02,05,R,20260213,08,3,O,0022,1,1,01,"?p=
??@"
2631,0527,03,05,R,20260213,21,2,O,0043,1,2,03,???(\OG@
2632,0527,04,05,R,20260213,21,2,O,0077,1,1,06,fffff?l@
2633,0527,05,05,R,20260213,08,3,O,0078,1,1,06,???(\O7@
2634,0527,06,05,R,20260213,21,2,O,0053,1,2,12,ffffff@
2635,0527,07,05,R,20260213,21,2,O,0007,1,2,02,???(\?T@
2636,0527,08,05,R,20260213,21,2,O,0512,1,1,01,???Qx_@
2637,0527,09,05,R,20260213,08,3,O,0521,1,1,01,?(\???+@
2638,0528,01,05,R,20260213,14,2,O,0101,2,2,00,5@
2639,0528,02,05,R,20260213,14,2,O,0110,2,2,02,@Q@
2640,0528,03,05,R,20260213,14,2,O,0147,2,2,03,"""@"
2641,0529,01,05,R,20260213,30,2,O,0101,2,2,00,5@
2642,0529,02,05,R,20260213,30,2,O,0137,2,2,02,?M@
2643,0529,03,05,R,20260213,30,2,O,0147,2,2,03,"""@"
2644,0530,01,05,R,20260213,12,2,O,0101,2,2,00,5@
2645,0530,02,05,R,20260213,12,2,O,0110,2,2,02,@Q@
2646,0530,03,05,R,20260213,12,2,O,0147,2,2,03,"""@"
2647,0531,01,05,R,20260213,21,2,O,0003,1,2,00,9@
2648,0531,02,05,R,20260213,21,2,O,0022,1,1,01,@
2649,0531,03,05,R,20260213,21,2,O,0043,1,2,03,I@
2650,0531,04,05,R,20260213,21,2,O,0064,1,1,04,@
2651,0531,05,05,R,20260213,21,2,O,0065,1,1,04,>@
2652,0531,06,05,R,20260213,21,2,O,0053,1,2,12,@
2653,0531,07,05,R,20260213,21,2,O,0007,1,2,02,@V@
2654,0531,08,05,R,20260213,21,2,O,0007,1,2,02,`q@
2655,0532,01,05,R,20260213,48,2,O,0001,1,2,00,5@
2656,0532,02,05,R,20260213,48,2,O,0022,1,1,01,@
2657,0532,03,05,R,20260213,48,2,O,0043,1,2,03,?Q@
2658,0532,04,05,R,20260213,48,2,O,0053,1,2,12,@
2659,0532,05,05,R,20260213,48,2,O,0019,1,1,01,.@
2660,0532,06,05,R,20260213,48,2,O,0040,1,1,01,A@
2661,0533,01,05,R,20260213,30,2,O,0003,1,2,00,"?p=
??4@"
2662,0533,02,05,R,20260213,30,2,O,0022,1,1,01,?Q??@
2663,0533,03,05,R,20260213,30,2,O,0043,1,2,03,"?p=
??D@"
2664,0533,04,05,R,20260213,30,2,O,0064,1,1,04,{?G??`@
2665,0533,05,05,R,20260213,30,2,O,0065,1,1,04,?Q??8@
2666,0533,06,05,R,20260213,30,2,O,0077,1,1,06,???(\c@
2667,0533,07,05,R,20260213,30,2,O,0078,1,1,06,??(\??0@
2668,0533,08,05,R,20260213,30,2,O,0007,1,2,02,?G?z^R@
2669,0533,09,05,R,20260213,30,2,O,0502,1,2,00,"?p=
??4@"
2670,0533,10,05,R,20260213,30,2,O,0515,1,1,01,H?z?7g@
2671,0534,01,05,R,20260213,12,2,O,0008,1,2,02,?F@
2672,0535,01,05,R,20260213,08,3,O,0001,1,2,00,5@
2673,0535,02,05,R,20260213,21,2,O,0010,1,2,02,?K@
2674,0535,03,05,R,20260213,08,3,O,0022,1,1,01,@
2675,0535,04,05,R,20260213,21,2,O,0043,1,2,03,?K@
2676,0535,05,05,R,20260213,21,2,O,0053,1,2,12,@
2677,0536,01,05,R,20260214,48,2,O,0101,2,2,00,5@
2678,0536,02,05,R,20260214,48,2,O,0110,2,2,02,@Q@
2679,0536,03,05,R,20260214,48,2,O,0147,2,2,03,"""@"
2680,1,0537,01,05,R,20260214,55,3,O,0001,1,2,00
2681,1,0537,02,05,R,20260214,55,3,O,0022,1,1,01
2682,1,0537,03,05,R,20260214,55,3,O,0043,1,2,03
2683,1,0537,04,05,R,20260214,55,3,O,0053,1,2,12
2684,0538,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2685,0538,02,05,R,20260214,55,3,O,0022,1,1,01,@
2686,0538,03,05,R,20260214,21,2,O,0043,1,2,03,?Q@
2687,0538,04,05,R,20260214,21,2,O,0053,1,2,12,@
2688,0539,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2689,0539,02,05,R,20260214,55,3,O,0022,1,1,01,@
2690,0539,03,05,R,20260214,14,2,O,0043,1,2,03,?Q@
2691,0539,04,05,R,20260214,14,2,O,0053,1,2,12,@
2692,0540,01,05,R,20260214,48,2,O,0101,2,2,00,5@
2693,0540,02,05,R,20260214,48,2,O,0110,2,2,02,@Q@
2694,0540,03,05,R,20260214,48,2,O,0147,2,2,03,"""@"
2695,0540,04,05,R,20260214,48,2,O,0150,2,2,12,@
2696,0540,05,05,R,20260214,48,2,O,0108,2,2,02,?A@
2697,0541,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2698,0541,02,05,R,20260214,55,3,O,0022,1,1,01,@
2699,0541,03,05,R,20260214,21,2,O,0043,1,2,03,?Q@
2700,0541,04,05,R,20260214,21,2,O,0053,1,2,12,@
2701,0542,01,05,R,20260214,14,2,O,0001,1,2,00,5@
2702,0542,02,05,R,20260214,14,2,O,0022,1,1,01,@
2703,0542,03,05,R,20260214,14,2,O,0043,1,2,03,?Q@
2704,0542,04,05,R,20260214,14,2,O,0053,1,2,12,@
2705,0543,01,05,R,20260214,55,3,O,0502,1,2,00,?????L/@
2706,0543,02,05,R,20260214,14,2,O,0512,1,1,01,?z?G!U@
2707,0543,03,05,R,20260214,55,3,O,0522,1,1,01,"H?z??""@"
2708,0543,04,05,R,20260214,14,2,O,0563,1,2,03,H?z??B@
2709,0543,05,05,R,20260214,14,2,O,0053,1,2,12,?G?z??
2710,0544,01,05,R,20260214,30,2,O,0003,1,2,00,3333333@
2711,0544,02,05,R,20260214,30,2,O,0022,1,1,01,???Q?@
2712,0544,03,05,R,20260214,30,2,O,0043,1,2,03,R???1C@
2713,0544,04,05,R,20260214,30,2,O,0077,1,1,06,"?p=
??g@"
2714,0544,05,05,R,20260214,30,2,O,0078,1,1,06,3333333@
2715,0544,06,05,R,20260214,30,2,O,0053,1,2,12,ffffff@
2716,0544,07,05,R,20260214,30,2,O,0502,1,2,00,3333333@
2717,0544,08,05,R,20260214,30,2,O,0515,1,1,01,?e@
2718,0545,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2719,0545,02,05,R,20260214,48,2,O,0010,1,2,02,?K@
2720,0545,03,05,R,20260214,55,3,O,0022,1,1,01,@
2721,0545,04,05,R,20260214,48,2,O,0043,1,2,03,?K@
2722,0545,05,05,R,20260214,48,2,O,0053,1,2,12,@
2723,0546,01,05,R,20260214,30,2,O,0101,2,2,00,5@
2724,0546,02,05,R,20260214,30,2,O,0110,2,2,02,@Q@
2725,0546,03,05,R,20260214,30,2,O,0147,2,2,03,"""@"
2726,0547,01,05,R,20260214,48,2,O,0001,1,2,00,5@
2727,0547,02,05,R,20260214,48,2,O,0022,1,1,01,@
2728,0547,03,05,R,20260214,48,2,O,0043,1,2,03,?Q@
2729,0547,04,05,R,20260214,48,2,O,0053,1,2,12,@
2730,0548,01,05,R,20260214,06,2,O,0003,1,2,00,9@
2731,0548,02,05,R,20260214,06,2,O,0022,1,1,01,@
2732,0548,03,05,R,20260214,06,2,O,0043,1,2,03,I@
2733,0548,04,05,R,20260214,06,2,O,0077,1,1,06,n@
2734,0548,05,05,R,20260214,06,2,O,0078,1,1,06,9@
2735,0548,06,05,R,20260214,06,2,O,0020,1,1,01,?E@
2736,0548,07,05,R,20260214,06,2,O,0019,1,1,01,.@
2737,0548,08,05,R,20260214,06,2,O,0012,1,1,09,?V@
2738,0548,09,05,R,20260214,06,2,O,0024,1,1,09,$@
2739,0548,10,05,R,20260214,06,2,O,0029,1,1,09,4@
2740,0548,11,05,R,20260214,06,2,O,0053,1,2,12,@
2741,0549,01,05,R,20260214,30,2,O,0101,2,2,00,9@
2742,0549,02,05,R,20260214,30,2,O,0109,2,2,02,?F@
2743,0549,03,05,R,20260214,30,2,O,0147,2,2,03,"""@"
2744,0550,01,05,R,20260214,86,7,O,0204,4,4,08,$@
2745,0551,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2746,0551,02,05,R,20260214,55,3,O,0022,1,1,01,@
2747,0551,03,05,R,20260214,41,2,O,0042,1,2,03,I@
2748,0551,04,05,R,20260214,41,2,O,0076,1,1,06,?g@
2749,0551,05,05,R,20260214,41,2,O,0078,1,1,06,9@
2750,0551,06,05,R,20260214,41,2,O,0053,1,2,12,@
2751,0552,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2752,0552,02,05,R,20260214,55,3,O,0022,1,1,01,@
2753,0552,03,05,R,20260214,41,2,O,0043,1,2,03,??????H@
2754,0552,04,05,R,20260214,41,2,O,0064,1,1,04,fffff&?@
2755,0552,05,05,R,20260214,41,2,O,0065,1,1,04,)\????=@
2756,0552,06,05,R,20260214,41,2,O,0077,1,1,06,?G?zg@
2757,0552,07,05,R,20260214,41,2,O,0078,1,1,06,"q=
???3@"
2758,0552,08,05,R,20260214,41,2,O,0007,1,2,02,?Q?.V@
2759,0552,09,05,R,20260214,55,3,O,0029,1,1,09,4@
2760,0552,10,05,R,20260214,41,2,O,0033,1,1,01,)\???h]@
2761,0552,11,05,R,20260214,41,2,O,0027,1,1,09,"q=
???%@"
2762,0552,12,05,R,20260214,41,2,O,0027,1,1,09,"?p=
?`@"
2763,0553,01,05,R,20260214,48,2,O,0001,1,2,00,5@
2764,0553,02,05,R,20260214,48,2,O,0010,1,2,02,?K@
2765,0553,03,05,R,20260214,48,2,O,0022,1,1,01,@
2766,0553,04,05,R,20260214,48,2,O,0043,1,2,03,?K@
2767,0553,05,05,R,20260214,48,2,O,0053,1,2,12,@
2768,0554,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2769,0554,02,05,R,20260214,55,3,O,0022,1,1,01,@
2770,0554,03,05,R,20260214,14,2,O,0042,1,2,03,I@
2771,0554,04,05,R,20260214,14,2,O,0076,1,1,06,?g@
2772,0554,05,05,R,20260214,14,2,O,0078,1,1,06,9@
2773,0554,06,05,R,20260214,14,2,O,0053,1,2,12,@
2774,0555,01,05,R,20260214,06,2,O,0001,1,2,00,5@
2775,0555,02,05,R,20260214,06,2,O,0022,1,1,01,@
2776,0555,03,05,R,20260214,06,2,O,0043,1,2,03,?Q@
2777,0555,04,05,R,20260214,06,2,O,0053,1,2,12,@
2778,0555,05,05,R,20260214,06,2,O,0048,1,2,03,i@
2779,0556,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2780,0556,02,05,R,20260214,55,3,O,0022,1,1,01,@
2781,0556,03,05,R,20260214,14,2,O,0043,1,2,03,I@
2782,0556,04,05,R,20260214,14,2,O,0077,1,1,06,n@
2783,0556,05,05,R,20260214,14,2,O,0078,1,1,06,9@
2784,0556,06,05,R,20260214,14,2,O,0053,1,2,12,@
2785,0556,07,05,R,20260214,14,2,O,0007,1,2,02,?[@
2786,0557,01,05,R,20260214,21,2,O,0001,1,2,00,5@
2787,0557,02,05,R,20260214,21,2,O,0010,1,2,02,?K@
2788,0557,03,05,R,20260214,21,2,O,0022,1,1,01,@
2789,0557,04,05,R,20260214,21,2,O,0043,1,2,03,?K@
2790,0557,05,05,R,20260214,21,2,O,0053,1,2,12,@
2791,0558,01,05,R,20260214,30,2,O,0101,2,2,00,5@
2792,0558,02,05,R,20260214,30,2,O,0136,2,2,02,?H@
2793,0558,03,05,R,20260214,30,2,O,0147,2,2,03,"""@"
2794,0558,04,05,R,20260214,30,2,O,0150,2,2,12,@
2795,0559,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2796,0559,02,05,R,20260214,41,2,O,0010,1,2,02,?K@
2797,0559,03,05,R,20260214,55,3,O,0022,1,1,01,@
2798,0559,04,05,R,20260214,41,2,O,0043,1,2,03,?K@
2799,0559,05,05,R,20260214,41,2,O,0053,1,2,12,@
2800,0560,01,05,R,20260214,48,2,O,0101,2,2,00,5@
2801,0560,02,05,R,20260214,48,2,O,0110,2,2,02,@Q@
2802,0560,03,05,R,20260214,48,2,O,0147,2,2,03,"""@"
2803,0561,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2804,0561,02,05,R,20260214,55,3,O,0022,1,1,01,@
2805,0561,03,05,R,20260214,21,2,O,0043,1,2,03,?Q@
2806,0561,04,05,R,20260214,21,2,O,0053,1,2,12,@
2807,0562,01,05,R,20260214,55,3,O,0001,1,2,00,5@
2808,0562,02,05,R,20260214,55,3,O,0022,1,1,01,@
2809,0562,03,05,R,20260214,06,2,O,0043,1,2,03,?Q@
2810,0562,04,05,R,20260214,06,2,O,0053,1,2,12,@
2811,0563,01,05,R,20260214,30,2,O,0001,1,2,00,5@
2812,0563,02,05,R,20260214,30,2,O,0022,1,1,01,@
2813,0563,03,05,R,20260214,30,2,O,0043,1,2,03,7@
2814,0563,04,05,R,20260214,30,2,O,0053,1,2,12,@
2815,0563,05,05,R,20260214,30,2,O,0053,1,2,12,?G@
2816,0564,01,05,R,20260214,48,2,O,0001,1,2,00,5@
2817,0564,02,05,R,20260214,48,2,O,0022,1,1,01,@
2818,0564,03,05,R,20260214,48,2,O,0043,1,2,03,?Q@
2819,0564,04,05,R,20260214,48,2,O,0053,1,2,12,@
2820,0565,01,05,R,20260214,55,3,O,0101,2,2,00,5@
2821,0565,02,05,R,20260214,30,2,O,0136,2,2,02,?H@
2822,0565,03,05,R,20260214,30,2,O,0147,2,2,03,"""@"
2823,0566,01,05,R,20260214,41,2,O,0101,2,2,00,5@
2824,0566,02,05,R,20260214,41,2,O,0136,2,2,02,?H@
2825,0566,03,05,R,20260214,41,2,O,0147,2,2,03,"""@"
2826,0567,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2827,0567,02,05,R,20260214,55,3,O,0022,1,1,01,@
2828,0567,03,05,R,20260214,30,2,O,0042,1,2,03,I@
2829,0567,04,05,R,20260214,30,2,O,0076,1,1,06,?g@
2830,0567,05,05,R,20260214,30,2,O,0078,1,1,06,9@
2831,0567,06,05,R,20260214,30,2,O,0053,1,2,12,@
2832,0567,07,05,R,20260214,30,2,O,0007,1,2,02,@V@
2833,0568,01,05,R,20260214,48,2,O,0001,1,2,00,5@
2834,0568,02,05,R,20260214,48,2,O,0022,1,1,01,@
2835,0568,03,05,R,20260214,48,2,O,0043,1,2,03,?Q@
2836,0568,04,05,R,20260214,48,2,O,0053,1,2,12,@
2837,0569,01,05,R,20260214,06,2,O,0003,1,2,00,9@
2838,0569,02,05,R,20260214,06,2,O,0022,1,1,01,@
2839,0569,03,05,R,20260214,06,2,O,0042,1,2,03,I@
2840,0569,04,05,R,20260214,06,2,O,0076,1,1,06,?g@
2841,0569,05,05,R,20260214,06,2,O,0078,1,1,06,9@
2842,0569,06,05,R,20260214,06,2,O,0007,1,2,02,@V@
2843,0569,07,05,R,20260214,06,2,O,0053,1,2,12,@
2844,0569,08,05,R,20260214,06,2,O,0067,1,1,06,D@
2845,0569,09,05,R,20260214,06,2,O,0020,1,1,01,?E@
2846,0569,10,05,R,20260214,06,2,O,0019,1,1,01,.@
2847,0569,11,05,R,20260214,06,2,O,0012,1,1,09,?V@
2848,0569,12,05,R,20260214,06,2,O,0024,1,1,09,$@
2849,0569,13,05,R,20260214,06,2,O,0029,1,1,09,4@
2850,0570,01,05,R,20260214,55,3,O,0101,2,2,00,5@
2851,0570,02,05,R,20260214,06,2,O,0110,2,2,02,@Q@
2852,0570,03,05,R,20260214,06,2,O,0147,2,2,03,"""@"
2853,0570,04,05,R,20260214,06,2,O,0150,2,2,12,@
2854,0571,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2855,0571,02,05,R,20260214,55,3,O,0022,1,1,01,@
2856,0571,03,05,R,20260214,14,2,O,0043,1,2,03,H?z??D@
2857,0571,04,05,R,20260214,14,2,O,0064,1,1,04,"=
??p?l@"
2858,0571,05,05,R,20260214,14,2,O,0065,1,1,04,?z?G?8@
2859,0571,06,05,R,20260214,14,2,O,0007,1,2,02,?G?z?V@
2860,0571,07,05,R,20260214,14,2,O,0515,1,1,01,g@
2861,0571,08,05,R,20260214,14,2,O,0522,1,1,01,"?p=
??(@"
2862,0572,01,05,R,20260214,55,3,O,0101,2,2,00,5@
2863,0572,02,05,R,20260214,06,2,O,0110,2,2,02,@Q@
2864,0572,03,05,R,20260214,06,2,O,0147,2,2,03,"""@"
2865,0572,04,05,R,20260214,06,2,O,0150,2,2,12,@
2866,0573,01,05,R,20260214,21,2,O,0003,1,2,00,9@
2867,0573,02,05,R,20260214,21,2,O,0022,1,1,01,@
2868,0573,03,05,R,20260214,21,2,O,0042,1,2,03,I@
2869,0573,04,05,R,20260214,21,2,O,0076,1,1,06,?g@
2870,0573,05,05,R,20260214,55,3,O,0078,1,1,06,9@
2871,0573,06,05,R,20260214,21,2,O,0007,1,2,02,?[@
2872,0573,07,05,R,20260214,21,2,O,0053,1,2,12,@
2873,0574,01,05,R,20260214,06,2,O,0001,1,2,00,5@
2874,0574,02,05,R,20260214,06,2,O,0022,1,1,01,@
2875,0574,03,05,R,20260214,06,2,O,0043,1,2,03,?Q@
2876,0574,04,05,R,20260214,06,2,O,0053,1,2,12,@
2877,0574,05,05,R,20260214,06,2,O,0040,1,1,01,A@
2878,0574,06,05,R,20260214,06,2,O,0019,1,1,01,.@
2879,0575,01,05,R,20260214,48,2,O,0001,1,2,00,5@
2880,0575,02,05,R,20260214,48,2,O,0022,1,1,01,@
2881,0575,03,05,R,20260214,48,2,O,0043,1,2,03,?Q@
2882,0575,04,05,R,20260214,48,2,O,0053,1,2,12,@
2883,0576,01,05,R,20260214,21,2,O,0003,1,2,00,??(\??5@
2884,0576,02,05,R,20260214,21,2,O,0022,1,1,01,333333@
2885,0576,03,05,R,20260214,21,2,O,0042,1,2,03,"?p=
??E@"
2886,0576,04,05,R,20260214,21,2,O,0056,1,1,04,"??(\?""`@"
2887,0576,05,05,R,20260214,21,2,O,0058,1,1,04,?(\??51@
2888,0576,06,05,R,20260214,21,2,O,0082,1,1,06,R???1_@
2889,0576,07,05,R,20260214,21,2,O,0084,1,1,06,?(\??51@
2890,0576,08,05,R,20260214,21,2,O,0053,1,2,12,"?p=
??@"
2891,0576,09,05,R,20260214,21,2,O,0007,1,2,02,?(\??%S@
2892,0576,10,05,R,20260214,21,2,O,0502,1,2,00,??(\??5@
2893,0576,11,05,R,20260214,21,2,O,0513,1,1,01,"?p=
??E@"
2894,0576,12,05,R,20260214,21,2,O,0512,1,1,01,"{?G?
]@"
2895,0577,01,05,R,20260214,21,2,O,0200,4,4,08,?c@
2896,0578,01,05,R,20260214,48,2,O,0006,1,2,00,7@
2897,0578,02,05,R,20260214,48,2,O,0040,1,1,01,>@
2898,0578,03,05,R,20260214,48,2,O,0046,1,2,03,?L@
2899,0578,04,05,R,20260214,48,2,O,0019,1,1,01,.@
2900,0578,05,05,R,20260214,48,2,O,0044,1,2,03,I@
2901,0579,01,05,R,20260214,41,2,O,0003,1,2,00,"q=
???8@"
2902,0579,02,05,R,20260214,41,2,O,0022,1,1,01,??(\??@
2903,0579,03,05,R,20260214,41,2,O,0043,1,2,03,"q=
???H@"
2904,0579,04,05,R,20260214,41,2,O,0077,1,1,06,?Q?>n@
2905,0579,05,05,R,20260214,41,2,O,0078,1,1,06,"q=
???8@"
2906,0579,06,05,R,20260214,41,2,O,0051,1,2,03,?G?z?b@
2907,0579,07,05,R,20260214,41,2,O,0066,1,1,04,?C@
2908,0579,08,05,R,20260214,41,2,O,0061,1,1,04,?G?z?b@
2909,0579,09,05,R,20260214,41,2,O,0074,1,1,04,??(\??#@
2910,0579,10,05,R,20260214,41,2,O,0004,1,2,00,?G?z?8@
2911,0580,01,05,R,20260214,30,2,O,0001,1,2,00,5@
2912,0580,02,05,R,20260214,30,2,O,0035,1,2,02,?J@
2913,0580,03,05,R,20260214,30,2,O,0022,1,1,01,@
2914,0580,04,05,R,20260214,30,2,O,0041,1,2,03,4@
2915,0580,05,05,R,20260214,30,2,O,0053,1,2,12,@
2916,0581,01,05,R,20260214,55,3,O,0003,1,2,00,?Q?E6@
2917,0581,02,05,R,20260214,55,3,O,0022,1,1,01,??????@
2918,0581,03,05,R,20260214,14,2,O,0042,1,2,03,??(\?BF@
2919,0581,04,05,R,20260214,14,2,O,0076,1,1,06,?(\??%e@
2920,0581,05,05,R,20260214,14,2,O,0078,1,1,06,??(\?B6@
2921,0581,06,05,R,20260214,14,2,O,0053,1,2,12,\???(\@
2922,0581,07,05,R,20260214,14,2,O,0007,1,2,02,?????|X@
2923,0582,01,05,R,20260214,48,2,O,0101,2,2,00,5@
2924,0582,02,05,R,20260214,48,2,O,0110,2,2,02,@Q@
2925,0582,03,05,R,20260214,48,2,O,0147,2,2,03,"""@"
2926,0582,04,05,R,20260214,48,2,O,0150,2,2,12,@
2927,0583,01,05,R,20260214,55,3,O,0003,1,2,00,9@
2928,0583,02,05,R,20260214,55,3,O,0022,1,1,01,@
2929,0583,03,05,R,20260214,30,2,O,0043,1,2,03,>@
2930,0583,04,05,R,20260214,30,2,O,0064,1,1,04,?`@
2931,0583,05,05,R,20260214,30,2,O,0065,1,1,04,I@
2932,0583,06,05,R,20260214,30,2,O,0077,1,1,06,?g@
2933,0583,07,05,R,20260214,30,2,O,0078,1,1,06,9@
2934,0583,08,05,R,20260214,30,2,O,0083,1,1,06,T@
2935,0583,09,05,R,20260214,30,2,O,0084,1,1,06,4@
